"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"07.07.2014","34,4355","34,4770","34,6224","34,4000","0,11%"
"04.07.2014","34,3990","34,2860","34,5060","34,2100","0,31%"
"03.07.2014","34,2910","34,2480","34,4110","34,1300","0,05%"
"02.07.2014","34,2750","34,3560","34,3830","34,1480","-0,24%"
"01.07.2014","34,3580","33,9780","34,3670","33,9750","1,09%"
"30.06.2014","33,9880","33,7300","34,0660","33,7070","0,70%"
"27.06.2014","33,7530","33,7120","33,7620","33,5400","0,11%"
"26.06.2014","33,7170","33,7980","33,8100","33,6370","-0,13%"
"25.06.2014","33,7600","33,7950","33,9580","33,6380","-0,17%"
"24.06.2014","33,8180","34,0980","34,1330","33,6300","-0,81%"
"23.06.2014","34,0930","34,4260","34,4570","34,0700","-1,06%"
"20.06.2014","34,4580","34,3770","34,5370","34,3150","0,21%"
"19.06.2014","34,3850","34,3850","34,4550","34,1500","0,01%"
"18.06.2014","34,3820","34,8180","34,8710","34,3650","-1,29%"
"17.06.2014","34,8330","34,6080","34,8740","34,6080","0,60%"
"16.06.2014","34,6250","34,4200","34,6820","34,3860","0,70%"
"13.06.2014","34,3850","34,3800","34,4910","34,3200","0,07%"
"12.06.2014","34,3600","34,3850","34,4220","34,2620","-0,11%"
"11.06.2014","34,3980","34,3220","34,4490","34,2770","0,08%"
"10.06.2014","34,3690","34,3520","34,4100","34,2490","0,01%"
"09.06.2014","34,3670","34,4320","34,4890","34,2450","-0,23%"
"06.06.2014","34,4470","34,6820","34,7630","34,3800","-0,72%"
"05.06.2014","34,6970","34,9450","35,0230","34,6530","-0,82%"
"04.06.2014","34,9830","35,0850","35,2520","34,9580","-0,34%"
"03.06.2014","35,1020","35,0500","35,1020","34,9220","0,11%"
"02.06.2014","35,0650","34,9100","35,1200","34,8280","0,42%"
"30.05.2014","34,9200","34,6600","34,9370","34,6260","0,74%"
"29.05.2014","34,6650","34,5400","34,7120","34,5130","0,27%"
"28.05.2014","34,5730","34,4130","34,5930","34,3620","0,45%"
"27.05.2014","34,4170","34,1700","34,4680","34,1380","0,68%"
"26.05.2014","34,1850","34,1100","34,2130","34,0000","0,18%"
"23.05.2014","34,1250","34,2970","34,3680","34,0600","-0,54%"
"22.05.2014","34,3120","34,3330","34,3800","34,2120","-0,07%"
"21.05.2014","34,3370","34,5020","34,5850","34,2450","-0,50%"
"20.05.2014","34,5080","34,5850","34,7070","34,4800","-0,26%"
"19.05.2014","34,5970","34,7270","34,8400","34,4500","-0,43%"
"16.05.2014","34,7450","34,7600","34,8480","34,6640","-0,09%"
"15.05.2014","34,7750","34,6670","34,8620","34,5980","0,27%"
"14.05.2014","34,6820","34,8550","34,8550","34,5930","-0,55%"
"13.05.2014","34,8750","35,0250","35,0250","34,7550","-0,40%"
"12.05.2014","35,0150","35,2200","35,2980","34,9600","-0,62%"
"09.05.2014","35,2330","35,1120","35,3420","35,0380","0,30%"
"08.05.2014","35,1270","34,9220","35,1680","34,7350","0,54%"
"07.05.2014","34,9380","35,4560","35,5450","34,8880","-1,33%"
"06.05.2014","35,4100","35,6880","35,7180","35,3550","-0,89%"
"05.05.2014","35,7270","35,8980","35,8980","35,6730","-0,33%"
"02.05.2014","35,8470","35,6100","35,9070","35,5660","0,62%"
"01.05.2014","35,6270","35,6330","35,6680","35,5400","-0,02%"
"30.04.2014","35,6340","35,6250","35,7680","35,5870","-0,02%"
"29.04.2014","35,6400","35,8470","35,8620","35,5150","-0,59%"
"28.04.2014","35,8500","36,0050","36,1050","35,7400","-0,47%"
"25.04.2014","36,0200","35,7600","36,0850","35,7180","0,68%"
"24.04.2014","35,7750","35,7000","35,8100","35,6250","0,17%"
"23.04.2014","35,7150","35,6800","35,7390","35,5970","0,06%"
"22.04.2014","35,6950","35,6850","35,7730","35,6200","0,02%"
"21.04.2014","35,6880","35,6000","35,7450","35,5600","0,20%"
"18.04.2014","35,6150","35,4380","35,6350","35,3580","0,46%"
"17.04.2014","35,4530","36,0320","36,0410","35,4100","-1,61%"
"16.04.2014","36,0340","36,2520","36,3080","35,9300","-0,64%"
"15.04.2014","36,2670","35,9580","36,3530","35,9200","0,77%"
"14.04.2014","35,9900","35,6380","36,0390","35,6380","0,97%"
"11.04.2014","35,6450","35,5450","35,7530","35,5180","0,24%"
"10.04.2014","35,5600","35,5700","35,6100","35,4080","-0,07%"
"09.04.2014","35,5850","35,6780","35,8440","35,5250","-0,46%"
"08.04.2014","35,7500","35,6020","35,7870","35,3930","0,37%"
"07.04.2014","35,6170","35,3190","35,7690","35,2500","0,83%"
"04.04.2014","35,3240","35,5680","35,6110","35,2150","-0,73%"
"03.04.2014","35,5830","35,4430","35,6160","35,4050","0,37%"
"02.04.2014","35,4530","35,0450","35,5070","35,0280","1,14%"
"01.04.2014","35,0530","35,0320","35,1720","34,9240","0,02%"
"31.03.2014","35,0470","35,7370","35,7550","35,0320","-2,12%"
"28.03.2014","35,8070","35,6020","35,8070","35,6020","0,53%"
"27.03.2014","35,6170","35,5300","35,6590","35,4980","0,20%"
"26.03.2014","35,5450","35,4830","35,5810","35,3180","0,13%"
"25.03.2014","35,4980","36,0800","36,1280","35,4620","-1,65%"
"24.03.2014","36,0950","36,2730","36,3030","36,0300","-0,42%"
"21.03.2014","36,2480","36,3700","36,5240","36,1900","-0,40%"
"20.03.2014","36,3920","36,1600","36,4610","36,0050","0,58%"
"19.03.2014","36,1820","36,2300","36,2690","35,8730","-0,17%"
"18.03.2014","36,2450","36,2750","36,6170","36,1750","-0,12%"
"17.03.2014","36,2900","36,6380","36,7320","36,1670","-0,75%"
"14.03.2014","36,5650","36,5720","36,7080","36,5380","-0,06%"
"13.03.2014","36,5870","36,4800","36,6590","36,3950","0,29%"
"12.03.2014","36,4800","36,4400","36,5500","36,4190","0,07%"
"11.03.2014","36,4550","36,3730","36,5270","36,3000","0,18%"
"10.03.2014","36,3880","36,3730","36,4830","36,3270","0,00%"
"07.03.2014","36,3880","36,1820","36,4740","36,1780","0,72%"
"06.03.2014","36,1280","36,0300","36,3590","36,0260","0,23%"
"05.03.2014","36,0450","36,0800","36,2020","35,9050","-0,14%"
"04.03.2014","36,0950","36,5170","36,5170","35,9990","-1,20%"
"03.03.2014","36,5320","36,6410","36,6750","36,1700","1,34%"
"28.02.2014","36,0500","36,0050","36,2210","35,7910","0,08%"
"27.02.2014","36,0200","36,0250","36,2670","35,9890","-0,06%"
"26.02.2014","36,0400","35,7270","36,0580","35,6970","0,83%"
"25.02.2014","35,7420","35,5170","35,7550","35,4920","0,59%"
"24.02.2014","35,5320","35,4950","35,6350","35,3550","0,06%"
"21.02.2014","35,5100","35,7510","35,8920","35,4590","-0,69%"
"20.02.2014","35,7550","35,7580","35,9280","35,6400","-0,06%"
"19.02.2014","35,7780","35,4450","35,8780","35,4300","0,90%"
"18.02.2014","35,4600","35,2400","35,4860","35,1600","0,73%"
"17.02.2014","35,2030","35,1050","35,2970","35,0000","0,24%"
"14.02.2014","35,1200","35,0850","35,3920","34,9550","0,11%"
"13.02.2014","35,0830","34,8190","35,2700","34,7820","0,73%"
"12.02.2014","34,8290","34,7270","34,8460","34,7100","0,25%"
"11.02.2014","34,7420","34,7350","34,8900","34,6750","-0,02%"
"10.02.2014","34,7500","34,7370","34,8520","34,6730","-0,01%"
"07.02.2014","34,7520","34,7200","34,8340","34,5300","0,06%"
"06.02.2014","34,7300","34,8600","34,9110","34,5900","-0,39%"
"05.02.2014","34,8650","35,0100","35,0960","34,6280","-0,45%"
"04.02.2014","35,0230","35,4400","35,5650","34,9500","-1,22%"
"03.02.2014","35,4550","35,1550","35,4920","35,0820","0,79%"
"31.01.2014","35,1760","34,9150","35,3600","34,9150","0,70%"
"30.01.2014","34,9300","35,0810","35,4530","34,7730","-0,46%"
"29.01.2014","35,0910","34,6350","35,2950","34,4350","0,87%"
"28.01.2014","34,7880","34,6550","34,8620","34,4400","0,29%"
"27.01.2014","34,6880","34,4950","34,8630","34,4100","0,52%"
"24.01.2014","34,5100","34,1380","34,6260","34,1080","1,05%"
"23.01.2014","34,1530","33,9300","34,2060","33,9300","0,61%"
"22.01.2014","33,9450","33,9720","33,9760","33,8150","-0,09%"
"21.01.2014","33,9770","33,7580","34,0010","33,7450","0,60%"
"20.01.2014","33,7730","33,6000","33,8230","33,5600","0,47%"
"17.01.2014","33,6150","33,4060","33,6230","33,3880","0,60%"
"16.01.2014","33,4160","33,3830","33,4600","33,3350","0,05%"
"15.01.2014","33,3980","33,3030","33,4620","33,3030","0,24%"
"14.01.2014","33,3180","33,2730","33,3790","33,1970","0,09%"
"13.01.2014","33,2880","33,0320","33,3000","33,0100","0,87%"
"10.01.2014","33,0020","33,2030","33,3030","32,9870","-0,64%"
"09.01.2014","33,2130","33,1400","33,2590","33,0480","0,11%"
"08.01.2014","33,1770","33,1250","33,2150","33,0330","0,11%"
"07.01.2014","33,1400","33,1850","33,2580","33,0960","-0,21%"
"06.01.2014","33,2100","33,1780","33,2820","33,1400","0,03%"
"03.01.2014","33,2000","33,0950","33,2050","33,0160","0,30%"
"02.01.2014","33,1000","32,8400","33,1340","32,8400","0,75%"
"01.01.2014","32,8550","32,8500","32,8550","32,8400","-0,12%"
