"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"25.01.2016","80,0649","78,0450","80,1057","76,7135","2,59%"
"22.01.2016","78,0450","82,6813","82,6813","77,9909","-5,61%"
"21.01.2016","82,6813","81,3906","85,7520","81,3906","1,59%"
"20.01.2016","81,3906","78,5908","82,4411","78,5908","3,56%"
"19.01.2016","78,5908","79,2942","79,2942","78,1013","-0,89%"
"18.01.2016","79,2942","77,6411","79,3984","77,6411","2,13%"
"15.01.2016","77,6411","76,0647","77,9347","76,0647","2,07%"
"14.01.2016","76,0647","76,6724","77,0304","76,0640","-0,79%"
"13.01.2016","76,6724","77,0394","77,0394","75,7597","-0,48%"
"12.01.2016","77,0394","76,2000","77,2297","75,9207","1,10%"
"11.01.2016","76,2000","74,7623","76,4054","74,7623","1,86%"
"08.01.2016","74,8050","74,8100","75,3100","73,5100","-0,39%"
"07.01.2016","75,1000","74,6000","76,1700","74,0720","0,45%"
"06.01.2016","74,7623","73,3260","75,0218","73,3130","1,96%"
"05.01.2016","73,3260","73,1655","73,5432","72,7952","0,22%"
"04.01.2016","73,1655","73,5963","73,5963","72,6455","0,23%"
"01.01.2016","73,0000","72,8800","73,0000","72,8800","0,00%"
"31.12.2015","72,9990","73,2300","74,3700","72,7530","-0,81%"
"30.12.2015","73,5963","72,2122","73,6222","72,2122","1,92%"
"29.12.2015","72,2122","72,2113","72,8325","71,8976","0,00%"
"28.12.2015","72,2113","70,6670","72,4428","70,3983","2,19%"
"25.12.2015","70,6670","70,2508","70,7986","70,0394","0,59%"
"24.12.2015","70,2508","69,6966","70,7539","69,3305","0,80%"
"23.12.2015","69,6966","71,2450","71,2450","69,6430","-2,17%"
"22.12.2015","71,2450","71,2254","71,3095","70,9943","0,03%"
"21.12.2015","71,2254","70,9601","71,3771","70,9601","0,37%"
"18.12.2015","70,9601","71,1770","71,4344","70,5325","-0,30%"
"17.12.2015","71,1770","70,3862","71,1782","70,3084","1,12%"
"16.12.2015","70,3862","69,9483","70,5856","69,8370","0,63%"
"15.12.2015","69,9483","70,5657","71,0249","69,6640","-0,87%"
"14.12.2015","70,5657","70,3518","71,1841","70,0577","0,30%"
"11.12.2015","70,3518","69,1318","70,4930","69,0778","1,76%"
"10.12.2015","69,1318","69,3606","69,3606","68,6303","-0,33%"
"09.12.2015","69,3606","69,4666","69,6403","68,7477","-0,15%"
"08.12.2015","69,4666","69,4916","69,9178","69,0468","-0,04%"
"07.12.2015","69,4916","68,1246","69,4987","68,1246","2,01%"
"04.12.2015","68,1246","67,5188","68,2787","67,2490","0,90%"
"03.12.2015","67,5188","67,4841","68,1667","67,4810","0,05%"
"02.12.2015","67,4841","66,6126","67,4841","66,6067","1,31%"
"01.12.2015","66,6126","66,4888","66,8737","66,0833","0,19%"
"30.11.2015","66,4888","66,4697","66,8801","65,8683","0,03%"
"27.11.2015","66,4697","65,8419","66,4786","65,8419","0,95%"
"26.11.2015","65,8419","65,5334","65,9848","65,5269","0,47%"
"25.11.2015","65,5334","65,4144","66,0605","65,3097","0,18%"
"24.11.2015","65,4144","65,8628","66,4294","65,2108","-0,68%"
"23.11.2015","65,8628","64,7672","66,2206","64,7672","1,69%"
"20.11.2015","64,7672","64,6114","65,0297","64,3398","0,24%"
"19.11.2015","64,6114","64,7599","65,1386","64,3897","-0,23%"
"18.11.2015","64,7599","65,1463","65,4923","64,5605","-0,59%"
"17.11.2015","65,1463","65,2988","65,7457","64,6339","-0,23%"
"16.11.2015","65,2988","66,7624","66,7624","65,2235","-2,19%"
"13.11.2015","66,7624","66,6271","66,9866","66,3384","0,20%"
"12.11.2015","66,6271","65,4366","66,6466","65,3014","1,82%"
"11.11.2015","65,4366","64,5810","65,4844","64,3881","1,32%"
"10.11.2015","64,5810","64,5941","64,7355","64,1047","-0,02%"
"09.11.2015","64,5941","64,5929","64,8587","64,1859","0,00%"
"06.11.2015","64,5929","63,4329","64,8049","63,4316","1,83%"
"05.11.2015","63,4329","62,5868","63,5660","62,5868","0,37%"
"04.11.2015","63,2010","62,5350","63,3490","62,0400","0,98%"
"03.11.2015","62,5868","63,6481","64,0741","62,3561","-1,67%"
"02.11.2015","63,6481","63,9454","64,3969","63,6097","-0,46%"
"30.10.2015","63,9454","64,4008","64,6454","63,4880","-0,71%"
"29.10.2015","64,4008","63,9391","64,6772","63,7469","0,72%"
"28.10.2015","63,9391","64,9247","65,4832","63,3944","-1,52%"
"27.10.2015","64,9247","63,0122","65,1379","63,0122","3,04%"
"26.10.2015","63,0122","62,3638","63,0250","62,1252","1,04%"
"23.10.2015","62,3638","62,5961","62,5961","61,6790","-0,37%"
"22.10.2015","62,5961","63,0471","63,0471","62,3963","-0,72%"
"21.10.2015","63,0471","62,1100","63,1366","62,1100","1,51%"
"20.10.2015","62,1100","62,2839","62,3609","61,6853","-0,28%"
"19.10.2015","62,2839","61,2708","62,4180","61,2041","1,65%"
"16.10.2015","61,2708","61,3889","62,0962","61,1354","-0,19%"
"15.10.2015","61,3889","62,6939","62,6939","61,3889","-2,08%"
"14.10.2015","62,6939","63,0786","63,2790","62,5463","-0,61%"
"13.10.2015","63,0786","62,2730","63,1833","62,0512","1,29%"
"12.10.2015","62,2730","61,8110","62,5273","60,9255","0,75%"
"09.10.2015","61,8110","61,3690","61,8165","60,8451","0,72%"
"08.10.2015","61,3690","62,6657","62,6713","61,3145","-2,07%"
"07.10.2015","62,6657","63,3639","63,3639","61,8904","-1,10%"
"06.10.2015","63,3639","64,7771","65,2542","63,3639","-2,18%"
"05.10.2015","64,7771","66,0066","66,0066","64,5550","-1,86%"
"02.10.2015","66,0066","65,6968","66,6476","65,6535","0,47%"
"01.10.2015","65,6968","65,4532","65,8045","64,8280","0,37%"
"30.09.2015","65,4532","65,7278","65,9895","65,2533","-0,42%"
"29.09.2015","65,7278","66,0784","66,3158","65,4347","-0,53%"
"28.09.2015","66,0784","65,5164","66,1702","65,3652","0,86%"
"25.09.2015","65,5164","66,0912","66,0912","65,4010","-0,87%"
"24.09.2015","66,0912","66,4069","66,7636","66,0418","-0,48%"
"23.09.2015","66,4069","66,0189","66,4988","65,5043","0,59%"
"22.09.2015","66,0189","66,0149","66,7213","66,0002","0,01%"
"21.09.2015","66,0149","66,5011","66,5011","65,6858","-0,73%"
"18.09.2015","66,5011","65,4154","66,6100","65,3367","1,66%"
"17.09.2015","65,4154","65,3293","66,2119","64,9179","0,13%"
"16.09.2015","65,3293","66,7050","66,7050","64,9341","-2,06%"
"15.09.2015","66,7050","67,4673","67,6323","66,5468","-1,13%"
"14.09.2015","67,4673","67,9536","68,0710","67,1828","-0,72%"
"11.09.2015","67,9536","67,7313","68,2592","67,5586","0,33%"
"10.09.2015","67,7313","68,4810","68,8570","67,4669","-1,09%"
"09.09.2015","68,4810","67,9836","68,5568","67,3712","0,73%"
"08.09.2015","67,9836","69,0980","69,0980","67,7114","-1,61%"
"07.09.2015","69,0980","68,5238","69,2889","68,1690","0,90%"
"04.09.2015","68,4838","67,1930","68,5237","67,1248","1,92%"
"03.09.2015","67,1930","67,0242","67,5788","66,1850","0,25%"
"02.09.2015","67,0242","66,7987","67,8970","66,3316","0,34%"
"01.09.2015","66,7987","64,2768","66,7998","64,2768","3,92%"
"31.08.2015","64,2768","65,4230","67,3542","63,7190","-1,75%"
"28.08.2015","65,4230","66,0333","67,3563","64,8438","-0,92%"
"27.08.2015","66,0333","68,9066","68,9066","65,7936","-4,17%"
"26.08.2015","68,9066","69,0514","69,9215","68,5516","-0,21%"
"25.08.2015","69,0514","70,8892","70,9434","68,1630","-2,59%"
"24.08.2015","70,8892","69,1330","71,6014","69,1330","2,54%"
"21.08.2015","69,1330","67,9297","69,2692","67,8890","1,77%"
"20.08.2015","67,9297","66,6027","68,0282","66,6027","1,99%"
"19.08.2015","66,6027","65,8717","66,6050","65,5213","1,11%"
"18.08.2015","65,8717","65,5000","65,9345","65,5000","0,57%"
"17.08.2015","65,5000","64,9938","65,7277","64,9938","0,78%"
"14.08.2015","64,9938","64,6977","65,0320","64,4253","0,46%"
"13.08.2015","64,6977","64,2518","65,0143","63,7682","0,69%"
"12.08.2015","64,2518","64,2719","65,2211","64,0837","-0,03%"
"11.08.2015","64,2719","62,8730","64,5091","62,8730","2,22%"
"10.08.2015","62,8730","64,0370","64,6420","62,7130","-1,82%"
"07.08.2015","64,0370","64,0149","64,6894","63,4633","0,03%"
"06.08.2015","64,0149","63,4619","64,5489","63,3631","0,87%"
"05.08.2015","63,4619","63,0518","63,7956","62,5759","0,65%"
"04.08.2015","63,0518","63,5263","63,5263","62,4698","-0,75%"
"03.08.2015","63,5263","61,7417","63,5923","61,7417","2,89%"
"31.07.2015","61,7417","59,7270","61,7507","59,7270","3,37%"
"30.07.2015","59,7270","58,6778","59,8859","58,6778","1,79%"
"29.07.2015","58,6778","60,0155","60,0307","58,5752","-2,23%"
"28.07.2015","60,0155","59,6501","60,7966","59,6501","0,61%"
"27.07.2015","59,6501","58,4299","59,7979","58,3974","2,09%"
"24.07.2015","58,4299","57,8501","58,7070","57,8501","1,00%"
"23.07.2015","57,8501","57,4359","57,9746","57,2864","0,72%"
"22.07.2015","57,4359","56,9346","57,4977","56,9257","0,88%"
"21.07.2015","56,9346","56,9939","57,0879","56,7586","-0,10%"
"20.07.2015","56,9939","56,9669","57,0569","56,7288","0,05%"
"17.07.2015","56,9669","56,9496","57,1005","56,7303","0,03%"
"16.07.2015","56,9496","56,9520","57,0415","56,5042","-0,00%"
"15.07.2015","56,9520","56,4068","56,9550","56,4068","0,97%"
"14.07.2015","56,4068","56,5410","57,0470","56,4001","-0,24%"
"13.07.2015","56,5410","56,3876","56,8354","56,3533","0,27%"
"10.07.2015","56,3876","57,1921","57,1921","56,2059","-1,41%"
"09.07.2015","57,1921","57,4966","57,4966","56,5614","-0,53%"
"08.07.2015","57,4966","56,7309","57,6143","56,7309","1,35%"
"07.07.2015","56,7309","56,8816","57,6765","56,4615","-0,26%"
"06.07.2015","56,8816","55,9773","56,9047","55,9773","1,62%"
"03.07.2015","55,9773","55,5334","55,9892","55,4387","0,80%"
"02.07.2015","55,5334","55,8397","55,9024","55,3260","-0,55%"
"01.07.2015","55,8397","55,2806","55,8450","55,2704","1,01%"
"30.06.2015","55,2806","55,7448","55,9614","54,9901","-0,83%"
"29.06.2015","55,7448","54,8060","55,7520","54,8060","1,71%"
"26.06.2015","54,8060","54,7160","55,3008","54,7072","0,16%"
"25.06.2015","54,7160","54,4662","54,9051","54,4662","0,46%"
"24.06.2015","54,4662","53,8511","54,6834","53,6866","1,14%"
"23.06.2015","53,8511","53,9301","54,6540","53,7952","-0,15%"
"22.06.2015","53,9301","54,0064","54,0840","53,3797","-0,14%"
"19.06.2015","54,0064","53,4641","54,5398","53,4318","1,01%"
"18.06.2015","53,4641","53,6084","53,8667","53,0322","-0,27%"
"17.06.2015","53,6084","53,7588","54,3192","53,5685","-0,28%"
"16.06.2015","53,7588","54,5077","54,5077","53,5060","-1,37%"
"15.06.2015","54,5077","54,7913","55,5472","54,3634","-1,24%"
"12.06.2015","55,1910","55,0960","55,4210","55,0000","0,73%"
"11.06.2015","54,7913","54,3462","54,9117","54,2326","0,82%"
"10.06.2015","54,3462","55,5456","55,5456","53,8349","-2,16%"
"09.06.2015","55,5456","55,9969","56,0968","55,5450","-0,81%"
"08.06.2015","55,9969","56,2446","56,3661","55,6561","-0,44%"
"05.06.2015","56,2446","56,4487","56,2446","56,2446","-0,36%"
"04.06.2015","56,4487","54,2938","56,4487","56,4487","3,97%"
"03.06.2015","54,2938","52,8647","54,2938","54,2938","2,70%"
"02.06.2015","52,8647","52,8069","52,8647","52,8647","-1,41%"
"01.06.2015","53,6187","52,3212","53,6187","53,6187","2,48%"
"29.05.2015","52,3212","52,5899","52,3212","52,3212","-0,51%"
"28.05.2015","52,5899","51,9873","52,5899","52,5899","1,16%"
"27.05.2015","51,9873","50,9499","51,9873","51,9873","2,04%"
"26.05.2015","50,9499","49,9733","50,9499","50,9499","1,95%"
"25.05.2015","49,9733","49,9817","49,9733","49,9733","-0,02%"
"22.05.2015","49,9817","49,9847","49,9817","49,9817","-0,01%"
"21.05.2015","49,9847","49,7284","49,9847","49,9847","0,52%"
"20.05.2015","49,7284","49,5371","49,7284","49,7284","0,39%"
"19.05.2015","49,5371","49,0687","49,5371","49,5371","0,95%"
"18.05.2015","49,0687","49,5628","49,0687","49,0687","-1,00%"
"15.05.2015","49,5628","50,1220","49,5628","49,5628","-1,12%"
"14.05.2015","50,1220","49,2576","50,1220","50,1220","1,75%"
"13.05.2015","49,2576","49,9501","49,2576","49,2576","-1,39%"
"12.05.2015","49,9501","51,0377","49,9501","49,9501","-2,53%"
"11.05.2015","51,2460","50,4140","51,7860","50,4140","0,41%"
"08.05.2015","51,0377","50,3321","51,0377","51,0377","1,40%"
"07.05.2015","50,3321","51,0011","50,3321","50,3321","-1,31%"
"06.05.2015","51,0011","50,4491","51,0011","51,0011","1,09%"
"05.05.2015","50,4491","51,6513","52,1965","50,3630","-3,19%"
"04.05.2015","52,1110","51,7330","52,3310","51,1200","0,61%"
"01.05.2015","51,7960","51,6930","51,9660","51,1700","0,28%"
"30.04.2015","51,6513","51,0402","52,1235","50,9271","1,20%"
"29.04.2015","51,0402","51,5342","51,9179","50,7274","-0,96%"
"28.04.2015","51,5342","51,9876","52,4979","51,0998","-0,87%"
"27.04.2015","51,9876","50,9084","52,0550","50,8055","2,12%"
"24.04.2015","50,9084","50,7827","51,4853","50,0765","0,25%"
"23.04.2015","50,7827","52,2144","52,3030","50,6895","-2,74%"
"22.04.2015","52,2144","53,7634","53,8020","52,1315","-2,88%"
"21.04.2015","53,7634","53,3222","54,1007","53,1500","0,83%"
"20.04.2015","53,3222","51,8821","53,7842","51,3316","2,78%"
"17.04.2015","51,8821","49,7995","52,7254","49,7995","4,18%"
"16.04.2015","49,7995","49,7024","50,2656","49,4550","0,20%"
"15.04.2015","49,7024","50,8833","50,8833","49,5644","-2,32%"
"14.04.2015","50,8833","52,0423","52,2273","50,6715","-2,23%"
"13.04.2015","52,0423","53,6162","53,6162","51,8497","-2,94%"
"10.04.2015","53,6162","51,8875","53,6513","50,3636","3,33%"
"09.04.2015","51,8875","53,6005","53,6005","51,8310","-3,20%"
"08.04.2015","53,6005","55,0283","55,0283","53,4278","-2,59%"
"07.04.2015","55,0283","55,4838","55,7665","54,7807","-0,82%"
"06.04.2015","55,4838","56,6100","56,6407","55,1627","-1,99%"
"03.04.2015","56,6100","56,6453","57,1493","56,2581","-0,06%"
"02.04.2015","56,6453","57,6204","57,6204","56,1990","-1,69%"
"01.04.2015","57,6204","58,1993","58,4863","57,4029","-0,99%"
"31.03.2015","58,1993","57,5936","58,2467","57,3959","1,05%"
"30.03.2015","57,5936","57,8960","58,6643","57,5022","-0,52%"
"27.03.2015","57,8960","57,2957","57,9738","57,1768","1,05%"
"26.03.2015","57,2957","57,3978","57,6735","56,2019","-0,18%"
"25.03.2015","57,3978","57,7006","57,9967","56,6363","-0,52%"
"24.03.2015","57,7006","58,7450","58,9867","57,5097","-1,78%"
"23.03.2015","58,7450","59,2727","59,8667","58,6188","-0,89%"
"20.03.2015","59,2727","59,9972","60,6181","59,0145","-1,21%"
"19.03.2015","59,9972","59,3145","60,2053","59,3145","1,15%"
"18.03.2015","59,3145","61,4528","61,5104","59,0806","-3,48%"
"17.03.2015","61,4528","62,1895","62,1895","61,3883","-1,18%"
"16.03.2015","62,1895","62,2160","62,7396","61,9027","-0,04%"
"13.03.2015","62,2160","61,2711","62,3654","60,6565","1,54%"
"12.03.2015","61,2711","61,6381","61,6381","60,3347","-0,60%"
"11.03.2015","61,6381","62,5248","63,0344","61,4095","-1,42%"
"10.03.2015","62,5248","60,4303","62,7215","60,1603","2,86%"
"09.03.2015","60,7890","60,3830","61,0850","60,0000","0,59%"
"06.03.2015","60,4303","60,8328","60,8328","59,3106","-0,66%"
"05.03.2015","60,8328","61,9741","62,0100","60,5844","-1,84%"
"04.03.2015","61,9741","61,9255","62,3198","61,6057","0,08%"
"03.03.2015","61,9255","62,6193","62,6193","61,7094","-1,11%"
"02.03.2015","62,6193","61,6207","62,7256","61,6207","1,62%"
"27.02.2015","61,6207","61,1606","62,0829","60,9090","0,75%"
"26.02.2015","61,1606","61,3583","61,3674","59,8819","-0,32%"
"25.02.2015","61,3583","62,8549","62,8549","61,2991","-2,38%"
"24.02.2015","62,8549","62,0120","63,8636","62,0120","-1,48%"
"23.02.2015","63,8000","62,1500","64,6000","61,5000","2,88%"
"20.02.2015","62,0120","61,9023","62,2757","61,5138","0,18%"
"19.02.2015","61,9023","61,5669","62,5444","61,5669","0,54%"
"18.02.2015","61,5669","62,5819","62,7077","61,1774","-1,62%"
"17.02.2015","62,5819","63,1931","63,3435","62,1787","-0,97%"
"16.02.2015","63,1931","63,5449","63,5872","62,1570","-0,55%"
"13.02.2015","63,5449","65,1725","65,5588","63,0060","-2,50%"
"12.02.2015","65,1725","65,3146","67,4265","64,6526","-0,22%"
"11.02.2015","65,3146","65,4528","66,8344","65,0550","-0,21%"
"10.02.2015","65,4528","65,7958","66,9500","65,1306","-0,52%"
"09.02.2015","65,7958","66,9112","66,9112","65,2484","-1,67%"
"06.02.2015","66,9112","66,4901","67,5707","65,6000","0,63%"
"05.02.2015","66,4901","68,0081","68,9615","65,9983","-2,23%"
"04.02.2015","68,0081","65,1916","68,5546","64,6043","4,32%"
"03.02.2015","65,1916","68,3189","68,3189","64,8759","-4,58%"
"02.02.2015","68,3189","68,8629","70,4525","68,2622","-0,79%"
"30.01.2015","68,8629","68,7572","71,7575","68,5154","0,15%"
"29.01.2015","68,7572","68,0284","69,4098","68,0284","1,07%"
"28.01.2015","68,0284","66,8431","68,0345","66,8000","1,77%"
"27.01.2015","66,8431","68,5074","68,5074","66,4000","-2,43%"
"26.01.2015","68,5074","64,2388","69,2935","64,2388","6,64%"
"23.01.2015","64,2388","64,1307","64,7014","62,9579","0,17%"
"22.01.2015","64,1307","65,3002","65,5840","64,1307","-1,79%"
"21.01.2015","65,3002","65,1776","66,0561","65,0124","0,19%"
"20.01.2015","65,1776","65,0073","65,6913","64,8642","0,26%"
"19.01.2015","65,0073","65,1220","65,3547","64,1497","-0,18%"
"16.01.2015","65,1220","65,2315","65,4875","64,7505","-0,17%"
"15.01.2015","65,2315","64,7915","66,0445","63,6801","0,68%"
"14.01.2015","64,7915","65,2646","66,6605","64,7915","-0,72%"
"13.01.2015","65,2646","63,1624","66,4499","63,1624","3,33%"
"12.01.2015","63,1624","61,4457","63,4476","61,4457","2,79%"
"09.01.2015","61,4457","60,3831","62,1110","59,7894","1,76%"
"08.01.2015","60,3831","63,0892","63,0892","59,6345","-4,00%"
"07.01.2015","62,9000","63,7300","64,1450","62,0550","-0,30%"
"06.01.2015","63,0892","60,8074","64,0949","60,5253","3,75%"
"05.01.2015","60,8074","55,9077","61,1490","55,9077","3,50%"
"02.01.2015","58,7500","58,0460","61,2400","57,9950","1,21%"
"01.01.2015","58,0480","58,0470","58,0480","58,0470","0,00%"
"31.12.2014","58,0480","55,2900","60,5610","55,2900","3,83%"
"30.12.2014","55,9077","58,3217","59,2995","55,0002","-4,14%"
"29.12.2014","58,3217","53,9500","58,9545","53,9500","8,10%"
"26.12.2014","53,9500","52,5179","54,6793","51,7004","2,73%"
"25.12.2014","52,5179","53,5000","53,6500","51,9015","-1,84%"
"24.12.2014","53,5000","54,5611","55,2295","53,4105","-1,94%"
"23.12.2014","54,5611","55,8605","56,2707","53,0991","-2,33%"
"22.12.2014","55,8605","58,6014","58,6014","54,1116","-4,68%"
"19.12.2014","58,6014","61,5000","62,8990","58,5100","-4,71%"
"18.12.2014","61,5000","60,5720","63,7981","58,2000","1,53%"
"17.12.2014","60,5720","67,5062","72,4460","59,6215","-10,27%"
"16.12.2014","67,5062","64,4455","80,0000","58,4095","4,75%"
"15.12.2014","64,4455","58,1819","64,4455","57,7510","10,77%"
"12.12.2014","58,1819","56,3955","58,5260","56,3911","3,17%"
"11.12.2014","56,3955","54,8523","56,6495","54,6167","2,81%"
"10.12.2014","54,8523","54,0559","54,8700","54,0559","1,47%"
"09.12.2014","54,0559","53,7432","54,3484","53,7432","0,58%"
"08.12.2014","53,7432","52,5101","53,9015","52,5101","2,35%"
"05.12.2014","52,5101","54,3528","54,3528","52,5100","-3,39%"
"04.12.2014","54,3528","53,1568","54,5000","52,0975","2,25%"
"03.12.2014","53,1568","53,8500","54,8436","52,6499","-1,29%"
"02.12.2014","53,8500","51,1852","54,3982","50,5176","5,21%"
"01.12.2014","51,1852","50,4085","53,8055","50,4085","1,54%"
"28.11.2014","50,4085","48,6550","50,4085","48,6550","3,60%"
"27.11.2014","48,6550","47,3808","48,6550","46,7852","2,69%"
"26.11.2014","47,3808","46,2630","47,3808","46,2324","2,42%"
"25.11.2014","46,2630","44,9978","46,2630","44,7126","2,81%"
"24.11.2014","44,9978","45,7308","45,7308","44,3625","-1,60%"
"21.11.2014","45,7308","46,1520","46,1520","45,3279","-0,91%"
"20.11.2014","46,1520","46,8610","46,8610","46,1250","-1,51%"
"19.11.2014","46,8610","46,9025","47,1041","46,6500","-0,09%"
"18.11.2014","46,9025","47,1186","47,1983","46,5914","-0,46%"
"17.11.2014","47,1186","47,1960","47,4659","47,1006","-0,16%"
"14.11.2014","47,1960","46,8000","47,8082","46,8000","0,85%"
"13.11.2014","46,8000","45,9300","46,8000","45,8365","1,89%"
"12.11.2014","45,9300","46,3543","46,4937","45,5442","-0,92%"
"11.11.2014","46,3543","45,8525","46,9500","45,7181","1,09%"
"10.11.2014","45,8525","46,6500","46,6500","44,9600","-1,71%"
"07.11.2014","46,6500","46,8675","48,5906","45,8000","-0,46%"
"06.11.2014","46,8675","44,9418","46,8675","44,8680","4,28%"
"05.11.2014","44,9418","43,6080","44,9987","43,6080","3,10%"
"04.11.2014","43,5900","43,5700","43,8050","43,5480","-0,04%"
"03.11.2014","43,6080","43,0340","43,6080","43,0340","1,33%"
"31.10.2014","43,0340","41,6445","43,1194","41,6010","3,34%"
"30.10.2014","41,6445","42,8065","43,6382","41,1998","-2,71%"
"29.10.2014","42,8065","42,4793","42,9025","42,4793","0,77%"
"28.10.2014","42,4793","42,2980","42,5915","42,2980","0,43%"
"27.10.2014","42,2980","41,9405","42,2980","41,8912","0,85%"
"24.10.2014","41,9405","41,7328","42,0021","41,7328","0,50%"
"23.10.2014","41,7328","41,3246","41,7905","41,3246","0,99%"
"22.10.2014","41,3246","40,9400","41,3301","40,8829","0,94%"
"21.10.2014","40,9400","41,0501","41,0843","40,9133","-0,27%"
"20.10.2014","41,0501","40,6523","41,0795","40,6523","0,98%"
"17.10.2014","40,6523","40,9272","41,1421","40,5702","-0,67%"
"16.10.2014","40,9272","40,6858","41,1393","40,6596","0,59%"
"15.10.2014","40,6858","40,8534","41,0405","40,5293","-0,41%"
"14.10.2014","40,8534","40,4900","40,8710","40,4900","0,90%"
"13.10.2014","40,4900","40,3760","40,4934","40,2251","0,28%"
"10.10.2014","40,3760","40,0860","40,4598","40,0860","0,72%"
"09.10.2014","40,0860","40,1300","40,1300","39,8034","-0,11%"
"08.10.2014","40,1300","39,9402","40,1443","39,9402","0,48%"
"07.10.2014","39,9402","39,8587","39,9775","39,6843","0,20%"
"06.10.2014","39,8587","39,9386","40,0487","39,7775","-0,20%"
"03.10.2014","39,9386","39,6540","39,9450","39,6438","0,72%"
"02.10.2014","39,6540","39,6600","39,6600","39,4618","-0,02%"
"01.10.2014","39,6600","39,5727","39,7188","39,3822","0,22%"
"30.09.2014","39,5727","39,4757","39,7205","39,3049","0,25%"
"29.09.2014","39,4757","39,1123","39,5862","39,1123","0,93%"
"26.09.2014","39,1123","38,4810","39,1452","38,4810","1,64%"
"25.09.2014","38,4810","38,1891","38,5354","38,1720","0,76%"
"24.09.2014","38,1891","38,5967","38,5967","38,1442","-1,06%"
"23.09.2014","38,5967","38,6700","38,7442","38,4959","-0,19%"
"22.09.2014","38,6700","38,5396","38,6979","38,3657","0,34%"
"19.09.2014","38,5396","38,4011","38,5396","38,3542","0,36%"
"18.09.2014","38,4011","38,3890","38,5731","38,3140","0,03%"
"17.09.2014","38,3890","38,7223","38,7223","38,2419","-0,86%"
"16.09.2014","38,7223","38,3685","38,8400","38,3685","0,92%"
"15.09.2014","38,3685","37,8805","38,3685","37,8805","1,29%"
"12.09.2014","37,8805","37,5198","37,9602","37,5198","0,96%"
"11.09.2014","37,5198","37,3291","37,6131","37,3044","0,51%"
"10.09.2014","37,3291","37,0685","37,4261","37,0685","0,70%"
"09.09.2014","37,0685","37,0563","37,1776","36,9729","0,03%"
"08.09.2014","37,0563","37,0735","37,1479","37,0504","-0,05%"
"05.09.2014","37,0735","36,9761","37,0735","36,6779","0,26%"
"04.09.2014","36,9761","36,8388","37,0815","36,6990","0,37%"
"03.09.2014","36,8388","37,4305","37,4305","36,6736","-1,58%"
"02.09.2014","37,4305","37,2511","37,4878","37,2511","0,48%"
"01.09.2014","37,2511","37,0749","37,5068","37,0749","0,48%"
"29.08.2014","37,0749","36,7800","37,0825","36,7800","0,80%"
"28.08.2014","36,7800","36,1866","36,8902","36,1866","1,64%"
"27.08.2014","36,1866","36,0980","36,1866","36,0028","0,25%"
"26.08.2014","36,0980","36,1644","36,1724","36,0627","-0,18%"
"25.08.2014","36,1644","36,1610","36,2116","36,0975","0,01%"
"22.08.2014","36,1610","36,1000","36,3563","35,9482","0,17%"
"21.08.2014","36,1000","36,2520","36,3694","36,0761","-0,42%"
"20.08.2014","36,2520","36,1915","36,3260","36,1915","0,17%"
"19.08.2014","36,1915","36,0930","36,2100","36,0562","0,27%"
"18.08.2014","36,0930","36,1783","36,1783","35,9650","-0,24%"
"15.08.2014","36,1783","36,0178","36,2370","35,8960","0,45%"
"14.08.2014","36,0178","36,0550","36,0862","35,8311","-0,10%"
"13.08.2014","36,0550","36,1317","36,2855","36,0287","-0,21%"
"12.08.2014","36,1317","35,9946","36,1655","35,9946","0,38%"
"11.08.2014","35,9946","36,2593","36,2593","35,9259","-0,73%"
"08.08.2014","36,2593","36,2857","36,5395","36,1982","-0,07%"
"07.08.2014","36,2857","36,1858","36,4055","36,1858","0,28%"
"06.08.2014","36,1858","35,9200","36,2815","35,9200","0,74%"
"05.08.2014","35,9200","35,8285","35,9655","35,7559","0,26%"
"04.08.2014","35,8285","35,7482","35,8454","35,6201","0,22%"
"01.08.2014","35,7482","35,7590","35,8350","35,6800","0,18%"
"31.07.2014","35,6848","35,6146","35,6848","35,4122","0,20%"
"30.07.2014","35,6146","35,7066","35,9046","35,5010","-0,26%"
"29.07.2014","35,7066","35,5250","35,7425","35,5250","0,51%"
"28.07.2014","35,5250","35,0950","35,5543","35,0950","1,23%"
"25.07.2014","35,0950","35,0793","35,1389","35,0163","0,16%"
"24.07.2014","35,0375","34,8408","35,1464","34,8408","0,56%"
"23.07.2014","34,8408","34,8947","34,9005","34,7619","-0,35%"
"22.07.2014","34,9649","35,2003","35,2003","34,8592","-0,67%"
"21.07.2014","35,2003","35,1145","35,2174","35,0318","0,24%"
"18.07.2014","35,1145","35,2484","35,2490","34,9778","0,51%"
"17.07.2014","34,9347","34,4206","35,0197","34,4206","1,49%"
"16.07.2014","34,4206","34,4138","34,4422","34,3321","0,13%"
"15.07.2014","34,3770","34,3865","34,4019","34,2846","0,20%"
"14.07.2014","34,3078","34,1629","34,3591","34,1629","0,42%"
"11.07.2014","34,1629","34,0356","34,2020","34,0037","0,44%"
"10.07.2014","34,0128","33,8624","34,1664","33,7906","0,16%"
"09.07.2014","33,9600","34,2355","34,2355","33,9600","-0,88%"
"08.07.2014","34,2610","34,4869","34,5151","34,1983","-0,51%"
